LL_mean,LL_std,LL_energy,LL_entropy,LH_mean,LH_std,LH_energy,LH_entropy,HL_mean,HL_std,HL_energy,HL_entropy,HH_mean,HH_std,HH_energy,HH_entropy,label
1.0019135,0.4489475,1.2053846,11.978933021771782,-0.002176286,0.06564344,0.0043137963,11.581045630895382,8.214961e-05,0.052071035,0.0027113995,10.277847720466642,-0.0004658883,0.03979768,0.0015840724,8.259921472652488,0
1.0482161,0.37852925,1.2420416,11.976342523030931,-0.0018448181,0.04094074,0.0016795477,11.358924938475322,0.0029369006,0.036728274,0.0013575915,9.614602124810514,4.771396e-05,0.02134935,0.000455797,6.798535534016205,0
0.7675044,0.3534251,0.7139722,11.975892362337017,0.0015454792,0.042397194,0.0017999104,11.42947869996934,-0.0013357159,0.045961652,0.0021142578,10.194219611260817,-0.00023181905,0.032787003,0.0010750412,8.047667435702184,0
1.0998969,0.48683214,1.4467787,11.990004087540646,0.0018317647,0.059396412,0.003531289,11.61067679265964,-0.0020999887,0.071144134,0.0050658984,10.510402862671942,0.00036595901,0.039470367,0.001558044,8.335191975410984,0
1.0997064,0.4865685,1.4461035,11.981566326406083,-0.001839417,0.059316475,0.0035218277,11.614410645392994,-0.0020905351,0.07109571,0.0050589703,10.508914791076176,-0.0003628082,0.03944057,0.00155569,8.339385194243047,0
0.98908293,0.27221218,1.0523845,11.978993779922948,0.0021980617,0.033406835,0.0011208482,11.485850098330921,0.00081142335,0.028448978,0.00081000273,9.679468047341915,0.00061533344,0.023701781,0.0005621531,7.194378761946886,0
0.98908293,0.27221218,1.0523845,11.984901800467831,-0.0021980614,0.03340684,0.0011208482,11.485850098330921,0.0008114225,0.028448977,0.0008100027,9.719832037362663,-0.00061533344,0.023701781,0.0005621531,7.194378761946886,0
0.77693325,0.2816506,0.6829523,11.945721752143593,0.0012775373,0.03334268,0.0011133666,11.352532262259242,-0.0004376432,0.029050078,0.0008440985,9.804825979994112,6.2118546e-05,0.020585291,0.00042375806,7.376696087658229,0
0.7244965,0.28270382,0.6048166,11.947641983543178,-0.0005909136,0.033477064,0.001121063,11.357438663781872,-0.00032803506,0.029072393,0.0008453116,9.740700070829503,-3.0159048e-05,0.020123882,0.00040497154,7.402134641333947,0
0.7244965,0.28270382,0.6048166,11.951375836276535,0.00059091364,0.033477064,0.0011210631,11.357438663781872,-0.00032803562,0.029072393,0.00084531156,9.733754454801945,3.0159033e-05,0.020123882,0.00040497156,7.402134641333947,0
0.7997557,0.2684348,0.7116664,11.938571787261193,-0.0011031103,0.026214378,0.0006884104,11.352262425305769,-0.00044017538,0.025521256,0.00065152824,9.578926893460988,-0.00019760877,0.0179134,0.00032092887,6.946471442153467,0
0.8859266,0.38583282,0.93373287,11.986625807585446,-0.0030299092,0.048934102,0.002403727,11.46518221933658,0.00073191844,0.045567393,0.0020769227,10.290196565662075,0.0004046705,0.036516465,0.001333616,8.193246759209723,0
0.8859261,0.38582546,0.9337264,11.977841449801588,0.00303216,0.048928864,0.0024032278,11.463631510543614,0.0007305683,0.045563806,0.0020765942,10.292463853507176,-0.00040512066,0.036515385,0.0013335373,8.19388706737124,0
0.73500204,0.2594118,0.60752267,11.939152440386303,0.00026569166,0.025002263,0.00062518375,11.26774664315133,0.00093138457,0.027526328,0.0007585662,9.376109300196788,-6.3918924e-05,0.014939488,0.0002231924,6.742072203903167,0
0.9210349,0.49743727,1.095749,11.989605708869043,-0.00018455503,0.059512213,0.0035417376,11.493400028220123,0.0017963733,0.057843097,0.0033490509,10.490380306384681,0.00044248192,0.040722758,0.0016585386,8.414068915778785,0
0.92111534,0.49731758,1.0957783,11.991962151134079,0.00018410511,0.05951521,0.0035420943,11.495676462325012,0.0017959237,0.057839885,0.0033486777,10.497916692911712,-0.00044113144,0.0407282,0.0016589809,8.411329032696688,0
0.9966477,0.30746052,1.0878385,11.972444348101785,0.0029688596,0.03551315,0.001269998,11.524970974839194,-0.0007620759,0.03957275,0.0015665832,9.972405473357476,-0.00056176755,0.032822818,0.0010776529,7.69459604016952,0
0.9966477,0.3074605,1.0878385,11.978759723447135,-0.0029688596,0.03551315,0.0012699981,11.524970974839194,-0.00076207716,0.03957275,0.0015665833,9.956969180400227,0.00056176755,0.032822818,0.0010776529,7.69459604016952,0
0.8480364,0.2992542,0.80871886,11.973310839725023,0.002473656,0.031935412,0.0010259894,11.37341110722591,0.0007552131,0.02863906,0.00082076614,9.607947755400016,-0.00026332846,0.019545274,0.00038208708,7.094425948162269,0
0.95878977,0.42622745,1.1009477,11.956599639651682,0.0005417367,0.051436376,0.0026459945,11.517432237341199,0.0023139142,0.05921481,0.0035117483,10.195931152795902,0.0008395003,0.037432194,0.0014018739,8.001271970263122,0
0.95878977,0.42622787,1.100948,11.95419141536434,-0.00054263696,0.051431496,0.0026454933,11.516973100518426,0.0023139142,0.059221398,0.0035125283,10.236395461039498,-0.00084040064,0.037431136,0.0014017962,8.001778545335746,0
0.76015246,0.24392593,0.6373316,11.94446585797761,-0.00039369837,0.02540787,0.0006457148,11.321336011778104,0.0006065559,0.02786472,0.0007768105,9.557746096348593,8.1474296e-05,0.017757783,0.00031534547,6.779067921338962,0
0.903919,0.35547537,0.9434322,11.974740032215655,0.0017759479,0.058677614,0.0034462165,11.520104690250696,0.0008437778,0.05098116,0.0025997902,10.290060981168239,-0.00034390268,0.0382384,0.0014622933,8.07135457020803,0
0.90392035,0.3554726,0.9434328,11.970781099135342,-0.0017754978,0.058678344,0.0034463005,11.520104690250694,0.0008442266,0.050980423,0.0025997162,10.297977777621306,0.0003416519,0.0382385,0.0014622995,8.070743143776872,0
0.84897715,0.33514106,0.83308166,11.93213489561351,-0.0015958942,0.03559026,0.0012692135,11.407157807991709,-0.00046195043,0.028067011,0.00078797055,9.709975851442481,0.00016339868,0.021752415,0.00047319432,7.293993253785435,0
0.76657,0.29156888,0.672642,11.954364713688989,-0.0010093134,0.035879344,0.0012883461,11.407640212115018,-0.00050420745,0.031947076,0.0010208699,9.92018294401303,-0.00029573805,0.023479355,0.0005513676,7.551261240875393,0
0.76657,0.29156888,0.672642,11.953189457610298,0.0010093133,0.035879344,0.0012883462,11.407640212115018,-0.000504207,0.031947076,0.00102087,9.928752467416748,0.000295738,0.023479355,0.0005513676,7.551261240875393,0
0.69166434,0.24633567,0.5390808,11.955770980222294,-0.00029179937,0.025832025,0.00066737866,11.322765796298919,0.0013595737,0.029140308,0.000851006,9.85601601978843,9.092703e-05,0.01960331,0.000384298,7.314648465075411,0
0.8607709,0.26903573,0.8133068,11.939152440386303,-0.0009925459,0.029426591,0.00086690945,11.386057431977234,-0.00021628941,0.02804162,0.00078637915,9.648714163458314,0.00034480274,0.02134633,0.00045578467,7.1962650714881455,0
1.0562602,0.4470932,1.3155779,11.980249674088933,-0.0031808724,0.082879074,0.006879059,11.627313588199593,0.00080979214,0.07328901,0.0053719347,10.614435726011761,-0.00038936618,0.054329243,0.0029518183,8.726395535462927,0
1.0562575,0.44708982,1.3155692,11.970139687859064,0.0031772712,0.082886025,0.006880188,11.629843328789274,0.0008088908,0.07328478,0.0053713135,10.616345337483455,0.000389366,0.054330736,0.0029519806,8.727068707282267,0
0.7790885,0.26567566,0.6775624,11.946836250071108,-0.00065944676,0.025677625,0.0006597753,11.265316965036831,-0.00037586226,0.024202807,0.00058591715,9.391609870233161,4.1412375e-05,0.01717989,0.00029515033,6.682878015142207,0
0.7790885,0.26567563,0.6775624,11.949591071007749,0.00065944676,0.025677625,0.0006597753,11.265316965036831,-0.00037586133,0.024202807,0.00058591715,9.389319318660325,-4.1412382e-05,0.01717989,0.00029515033,6.682878015142207,0
